date,name,amount
20151229,Marketplace Payments,0
20151230,Marketplace Payments,0
20151231,Marketplace Payments,0
20160104,Marketplace Payments,0
20160105,Marketplace Payments,0
20160106,Marketplace Payments,0
20160107,Marketplace Payments,0
20160108,Marketplace Payments,0
20160111,Marketplace Payments,0
20160112,Marketplace Payments,0
20160113,Marketplace Payments,0
20160114,Marketplace Payments,0
20160115,Marketplace Payments,0
20160119,Marketplace Payments,0
20160120,Marketplace Payments,0
20160121,Marketplace Payments,0
20160122,Marketplace Payments,1793
20160125,Marketplace Payments,0
20160126,Marketplace Payments,0
20160127,Marketplace Payments,0
20160128,Marketplace Payments,0
20160129,Marketplace Payments,0
20160201,Marketplace Payments,0
20160202,Marketplace Payments,0
20160203,Marketplace Payments,0
20160204,Marketplace Payments,0
20160205,Marketplace Payments,0
20160208,Marketplace Payments,0
20160208,Marketplace Payments,0
20160209,Marketplace Payments,0
20160210,Marketplace Payments,0
20160211,Marketplace Payments,0
20160212,Marketplace Payments,0
20160216,Marketplace Payments,0
20160217,Marketplace Payments,0
20160218,Marketplace Payments,0
20160219,Marketplace Payments,0
20160222,Marketplace Payments,0
20160223,Marketplace Payments,3397
20160224,Marketplace Payments,0
20160225,Marketplace Payments,0
20160226,Marketplace Payments,0
20160229,Marketplace Payments,0
20160229,Marketplace Payments,0
20160301,Marketplace Payments,0
20160302,Marketplace Payments,0
20160303,Marketplace Payments,0
20160304,Marketplace Payments,0
20160307,Marketplace Payments,0
20160308,Marketplace Payments,0
20160309,Marketplace Payments,0
20160310,Marketplace Payments,0
20160311,Marketplace Payments,4
20160314,Marketplace Payments,0
20160315,Marketplace Payments,0
20160316,Marketplace Payments,0
20160317,Marketplace Payments,0
20160318,Marketplace Payments,0
20160321,Marketplace Payments,0
20160322,Marketplace Payments,0
20160323,Marketplace Payments,6074
20160324,Marketplace Payments,0
20160325,Marketplace Payments,0
20160328,Marketplace Payments,0
20160329,Marketplace Payments,0
20160330,Marketplace Payments,0
20160331,Marketplace Payments,0
20160401,Marketplace Payments,0
20160404,Marketplace Payments,0
20160405,Marketplace Payments,0
20160406,Marketplace Payments,0
20160407,Marketplace Payments,0
20160408,Marketplace Payments,0
20160411,Marketplace Payments,0
20160412,Marketplace Payments,0
20160413,Marketplace Payments,0
20160414,Marketplace Payments,0
20160415,Marketplace Payments,0
20160418,Marketplace Payments,0
20160419,Marketplace Payments,0
20160420,Marketplace Payments,0
20160421,Marketplace Payments,3254
20160422,Marketplace Payments,0
20160425,Marketplace Payments,0
20160426,Marketplace Payments,0
20160427,Marketplace Payments,0
20160428,Marketplace Payments,0
20160429,Marketplace Payments,0
20160502,Marketplace Payments,0
20160503,Marketplace Payments,0
20160504,Marketplace Payments,0
20160505,Marketplace Payments,0
20160506,Marketplace Payments,0
20160509,Marketplace Payments,0
20160510,Marketplace Payments,0
20160511,Marketplace Payments,0
20160512,Marketplace Payments,0
20160513,Marketplace Payments,0
20160516,Marketplace Payments,0
20160517,Marketplace Payments,0
20160518,Marketplace Payments,0
20160519,Marketplace Payments,0
20160520,Marketplace Payments,3116
20160523,Marketplace Payments,0
20160524,Marketplace Payments,0
20160525,Marketplace Payments,0
20160526,Marketplace Payments,0
20160527,Marketplace Payments,0
20160531,Marketplace Payments,0
20160601,Marketplace Payments,0
20160602,Marketplace Payments,0
20160603,Marketplace Payments,0
20160606,Marketplace Payments,0
20160607,Marketplace Payments,0
20160608,Marketplace Payments,0
20160609,Marketplace Payments,0
20160610,Marketplace Payments,0
20160613,Marketplace Payments,0
20160614,Marketplace Payments,0
20160615,Marketplace Payments,0
20160616,Marketplace Payments,0
20160617,Marketplace Payments,0
20160620,Marketplace Payments,0
20160621,Marketplace Payments,0
20160622,Marketplace Payments,2910
20160623,Marketplace Payments,0
20160624,Marketplace Payments,0
20160627,Marketplace Payments,0
20160628,Marketplace Payments,0
20160629,Marketplace Payments,0
20160630,Marketplace Payments,0
20160630,Marketplace Payments,0
20160701,Marketplace Payments,0
20160705,Marketplace Payments,0
20160706,Marketplace Payments,0
20160707,Marketplace Payments,0
20160708,Marketplace Payments,0
20160711,Marketplace Payments,0
20160712,Marketplace Payments,0
20160713,Marketplace Payments,0
20160714,Marketplace Payments,0
20160715,Marketplace Payments,0
20160718,Marketplace Payments,0
20160719,Marketplace Payments,0
20160720,Marketplace Payments,0
20160721,Marketplace Payments,2942
20160722,Marketplace Payments,0
20160725,Marketplace Payments,0
20160726,Marketplace Payments,0
20160727,Marketplace Payments,0
20160728,Marketplace Payments,0
20160729,Marketplace Payments,0
20160801,Marketplace Payments,0
20160802,Marketplace Payments,0
20160803,Marketplace Payments,0
20160804,Marketplace Payments,0
20160805,Marketplace Payments,0
20160808,Marketplace Payments,0
20160809,Marketplace Payments,0
20160810,Marketplace Payments,0
20160811,Marketplace Payments,0
20160812,Marketplace Payments,0
20160815,Marketplace Payments,0
20160816,Marketplace Payments,0
20160817,Marketplace Payments,0
20160818,Marketplace Payments,0
20160819,Marketplace Payments,4566
20160822,Marketplace Payments,0
20160823,Marketplace Payments,0
20160824,Marketplace Payments,0
20160825,Marketplace Payments,0
20160826,Marketplace Payments,0
20160829,Marketplace Payments,0
20160830,Marketplace Payments,0
20160831,Marketplace Payments,0
20160901,Marketplace Payments,0
20160902,Marketplace Payments,0
20160906,Marketplace Payments,0
20160907,Marketplace Payments,0
20160908,Marketplace Payments,0
20160909,Marketplace Payments,0
20160912,Marketplace Payments,0
20160913,Marketplace Payments,0
20160914,Marketplace Payments,0
20160915,Marketplace Payments,0
20160916,Marketplace Payments,0
20160919,Marketplace Payments,0
20160920,Marketplace Payments,0
20160921,Marketplace Payments,4727
20160922,Marketplace Payments,0
20160923,Marketplace Payments,0
20160926,Marketplace Payments,0
20160927,Marketplace Payments,0
20160928,Marketplace Payments,0
20160929,Marketplace Payments,0
20160930,Marketplace Payments,0
20161003,Marketplace Payments,0
20161004,Marketplace Payments,0
20161005,Marketplace Payments,0
20161006,Marketplace Payments,0
20161007,Marketplace Payments,0
20161011,Marketplace Payments,0
20161012,Marketplace Payments,0
20161013,Marketplace Payments,0
20161014,Marketplace Payments,0
20161017,Marketplace Payments,0
20161018,Marketplace Payments,0
20161019,Marketplace Payments,0
20161020,Marketplace Payments,0
20161021,Marketplace Payments,2958
20161024,Marketplace Payments,0
20161025,Marketplace Payments,0
20161026,Marketplace Payments,0
20161027,Marketplace Payments,0
20161028,Marketplace Payments,0
20161031,Marketplace Payments,0
20161101,Marketplace Payments,0
20161102,Marketplace Payments,0
20161103,Marketplace Payments,0
20161104,Marketplace Payments,0
20161107,Marketplace Payments,0
20161108,Marketplace Payments,0
20161109,Marketplace Payments,0
20161110,Marketplace Payments,0
20161114,Marketplace Payments,0
20161115,Marketplace Payments,0
20161116,Marketplace Payments,0
20161117,Marketplace Payments,0
20161118,Marketplace Payments,0
20161121,Marketplace Payments,3836
20161122,Marketplace Payments,0
20161123,Marketplace Payments,0
20161125,Marketplace Payments,0
20161128,Marketplace Payments,0
20161129,Marketplace Payments,0
20161130,Marketplace Payments,0
20161201,Marketplace Payments,0
20161202,Marketplace Payments,0
20161205,Marketplace Payments,0
20161206,Marketplace Payments,0
20161207,Marketplace Payments,0
20161208,Marketplace Payments,0
20161209,Marketplace Payments,0
20161212,Marketplace Payments,0
20161213,Marketplace Payments,0
20161214,Marketplace Payments,0
20161215,Marketplace Payments,0
20161216,Marketplace Payments,0
20161219,Marketplace Payments,0
20161220,Marketplace Payments,0
20161221,Marketplace Payments,0
20161222,Marketplace Payments,2811
20161223,Marketplace Payments,0
20161227,Marketplace Payments,0
20161228,Marketplace Payments,0
20161229,Marketplace Payments,0
20161230,Marketplace Payments,0
20170103,Marketplace Payments,0
20170104,Marketplace Payments,0
20170105,Marketplace Payments,0
20170106,Marketplace Payments,0
20170109,Marketplace Payments,0
20170110,Marketplace Payments,0
20170111,Marketplace Payments,0
20170112,Marketplace Payments,0
20170113,Marketplace Payments,0
20170117,Marketplace Payments,0
20170118,Marketplace Payments,0
20170119,Marketplace Payments,0
20170120,Marketplace Payments,3284
20170123,Marketplace Payments,0
20170124,Marketplace Payments,0
20170125,Marketplace Payments,0
20170126,Marketplace Payments,0
20170127,Marketplace Payments,0
20170130,Marketplace Payments,0
20170131,Marketplace Payments,0
20170201,Marketplace Payments,0
20170202,Marketplace Payments,0
20170203,Marketplace Payments,0
20170206,Marketplace Payments,0
20170207,Marketplace Payments,0
20170208,Marketplace Payments,0
20170209,Marketplace Payments,0
20170210,Marketplace Payments,0
20170213,Marketplace Payments,0
20170214,Marketplace Payments,0
20170215,Marketplace Payments,0
20170216,Marketplace Payments,0
20170217,Marketplace Payments,0
20170221,Marketplace Payments,3767
20170222,Marketplace Payments,0
20170223,Marketplace Payments,0
20170224,Marketplace Payments,0
20170227,Marketplace Payments,0
20170228,Marketplace Payments,0
20170301,Marketplace Payments,0
20170302,Marketplace Payments,0
20170303,Marketplace Payments,0
20170306,Marketplace Payments,0
20170307,Marketplace Payments,0
20170308,Marketplace Payments,0
20170309,Marketplace Payments,0
20170310,Marketplace Payments,0
20170313,Marketplace Payments,0
20170314,Marketplace Payments,0
20170315,Marketplace Payments,0
20170316,Marketplace Payments,0
20170317,Marketplace Payments,0
20170320,Marketplace Payments,0
20170321,Marketplace Payments,4670
20170322,Marketplace Payments,0
20170323,Marketplace Payments,0
20170324,Marketplace Payments,0
20170327,Marketplace Payments,0
20170328,Marketplace Payments,0
20170329,Marketplace Payments,0
20170330,Marketplace Payments,0
20170331,Marketplace Payments,0
20170403,Marketplace Payments,0
20170404,Marketplace Payments,0
20170405,Marketplace Payments,0
20170406,Marketplace Payments,0
20170407,Marketplace Payments,0
20170410,Marketplace Payments,0
20170411,Marketplace Payments,0
20170412,Marketplace Payments,0
20170413,Marketplace Payments,0
20170414,Marketplace Payments,0
20170417,Marketplace Payments,0
20170418,Marketplace Payments,0
20170419,Marketplace Payments,0
20170421,Marketplace Payments,0
20170424,Marketplace Payments,0
20170425,Marketplace Payments,0
20170426,Marketplace Payments,0
20170427,Marketplace Payments,0
20170428,Marketplace Payments,0
20170501,Marketplace Payments,0
20170502,Marketplace Payments,0
20170503,Marketplace Payments,0
20170504,Marketplace Payments,0
20170505,Marketplace Payments,0
20170508,Marketplace Payments,0
20170509,Marketplace Payments,0
20170510,Marketplace Payments,0
20170511,Marketplace Payments,0
20170512,Marketplace Payments,0
20170515,Marketplace Payments,0
20170516,Marketplace Payments,0
20170517,Marketplace Payments,0
20170518,Marketplace Payments,0
20170519,Marketplace Payments,3972
20170522,Marketplace Payments,0
20170523,Marketplace Payments,0
20170524,Marketplace Payments,0
20170525,Marketplace Payments,0
20170530,Marketplace Payments,0
20170531,Marketplace Payments,0
20170601,Marketplace Payments,0
20170602,Marketplace Payments,0
20170605,Marketplace Payments,0
20170606,Marketplace Payments,0
20170607,Marketplace Payments,0
20170608,Marketplace Payments,0
20170609,Marketplace Payments,0
20170612,Marketplace Payments,0
20170613,Marketplace Payments,0
20170614,Marketplace Payments,0
20170615,Marketplace Payments,0
20170616,Marketplace Payments,0
20170619,Marketplace Payments,0
20170620,Marketplace Payments,3657
20170621,Marketplace Payments,0
20170622,Marketplace Payments,0
20170623,Marketplace Payments,0
20170626,Marketplace Payments,0
20170627,Marketplace Payments,0
20170628,Marketplace Payments,0
20170629,Marketplace Payments,0
20170630,Marketplace Payments,0
20170703,Marketplace Payments,0
20170705,Marketplace Payments,0
20170706,Marketplace Payments,0
20170707,Marketplace Payments,0
20170710,Marketplace Payments,0
20170711,Marketplace Payments,0
20170712,Marketplace Payments,0
20170713,Marketplace Payments,0
20170714,Marketplace Payments,0
20170717,Marketplace Payments,0
20170718,Marketplace Payments,0
20170719,Marketplace Payments,0
20170720,Marketplace Payments,3546
20170724,Marketplace Payments,0
20170725,Marketplace Payments,0
20170726,Marketplace Payments,0
20170727,Marketplace Payments,0
20170728,Marketplace Payments,0
20170731,Marketplace Payments,0
20170801,Marketplace Payments,0
20170802,Marketplace Payments,0
20170803,Marketplace Payments,0
20170804,Marketplace Payments,0
20170808,Marketplace Payments,0
20170809,Marketplace Payments,0
20170810,Marketplace Payments,0
20170811,Marketplace Payments,0
20170814,Marketplace Payments,0
20170815,Marketplace Payments,0
20170816,Marketplace Payments,0
20170817,Marketplace Payments,0
20170818,Marketplace Payments,0
20170821,Marketplace Payments,4100
20170822,Marketplace Payments,0
20170823,Marketplace Payments,0
20170824,Marketplace Payments,0
20170825,Marketplace Payments,0
20170828,Marketplace Payments,0
20170829,Marketplace Payments,0
20170830,Marketplace Payments,0
20170831,Marketplace Payments,0
20170901,Marketplace Payments,0
20170905,Marketplace Payments,0
20170906,Marketplace Payments,0
20170907,Marketplace Payments,0
20170908,Marketplace Payments,0
20170911,Marketplace Payments,0
20170912,Marketplace Payments,0
20170913,Marketplace Payments,0
20170914,Marketplace Payments,0
20170915,Marketplace Payments,0
20170918,Marketplace Payments,0
20170919,Marketplace Payments,0
20170920,Marketplace Payments,5711
20170921,Marketplace Payments,0
20170922,Marketplace Payments,0
20170925,Marketplace Payments,0
20170926,Marketplace Payments,0
20170927,Marketplace Payments,0
20170928,Marketplace Payments,0
20170929,Marketplace Payments,0
20171002,Marketplace Payments,0
20171003,Marketplace Payments,0
20171004,Marketplace Payments,0
20171005,Marketplace Payments,0
20171006,Marketplace Payments,0
20171010,Marketplace Payments,0
20171011,Marketplace Payments,0
20171012,Marketplace Payments,0
20171013,Marketplace Payments,0
20171016,Marketplace Payments,0
20171017,Marketplace Payments,0
20171018,Marketplace Payments,0
20171019,Marketplace Payments,0
20171020,Marketplace Payments,4974
20171023,Marketplace Payments,0
20171024,Marketplace Payments,0
20171025,Marketplace Payments,0
20171026,Marketplace Payments,0
20171027,Marketplace Payments,0
20171030,Marketplace Payments,7
20171031,Marketplace Payments,0
20171101,Marketplace Payments,0
20171102,Marketplace Payments,0
20171103,Marketplace Payments,0
20171106,Marketplace Payments,0
20171107,Marketplace Payments,0
20171108,Marketplace Payments,0
20171109,Marketplace Payments,0
20171110,Marketplace Payments,0
20171113,Marketplace Payments,0
20171114,Marketplace Payments,0
20171115,Marketplace Payments,0
20171116,Marketplace Payments,0
20171117,Marketplace Payments,0
20171120,Marketplace Payments,0
20171121,Marketplace Payments,2741
20171122,Marketplace Payments,0
20171124,Marketplace Payments,0
20171127,Marketplace Payments,0
20171128,Marketplace Payments,0
20171129,Marketplace Payments,0
20171130,Marketplace Payments,0
20171201,Marketplace Payments,0
20171204,Marketplace Payments,0
20171205,Marketplace Payments,0
20171206,Marketplace Payments,0
20171207,Marketplace Payments,0
20171208,Marketplace Payments,0
20171211,Marketplace Payments,0
20171212,Marketplace Payments,0
20171213,Marketplace Payments,0
20171214,Marketplace Payments,0
20171215,Marketplace Payments,0
20171218,Marketplace Payments,0
20171219,Marketplace Payments,0
20171220,Marketplace Payments,3197
20171221,Marketplace Payments,0
20171222,Marketplace Payments,0
20171226,Marketplace Payments,0
20171227,Marketplace Payments,0
20171228,Marketplace Payments,0
20171229,Marketplace Payments,0
20180102,Marketplace Payments,0
20180103,Marketplace Payments,0
20180104,Marketplace Payments,0
20180105,Marketplace Payments,0
20180108,Marketplace Payments,0
20180109,Marketplace Payments,0
20180110,Marketplace Payments,0
20180111,Marketplace Payments,0
20180112,Marketplace Payments,0
20180116,Marketplace Payments,0
20180117,Marketplace Payments,0
20180118,Marketplace Payments,0
20180119,Marketplace Payments,0
20180122,Marketplace Payments,3746
20180123,Marketplace Payments,0
20180124,Marketplace Payments,0
20180126,Marketplace Payments,0
20180129,Marketplace Payments,0
20180130,Marketplace Payments,0
20180131,Marketplace Payments,0
20180201,Marketplace Payments,0
20180202,Marketplace Payments,0
20180205,Marketplace Payments,0
20180206,Marketplace Payments,0
20180207,Marketplace Payments,0
20180208,Marketplace Payments,0
20180209,Marketplace Payments,0
20180212,Marketplace Payments,0
20180213,Marketplace Payments,0
20180214,Marketplace Payments,0
20180215,Marketplace Payments,0
20180216,Marketplace Payments,0
20180220,Marketplace Payments,4994
20180221,Marketplace Payments,0
20180222,Marketplace Payments,0
20180223,Marketplace Payments,0
20180226,Marketplace Payments,34
20180227,Marketplace Payments,0
20180301,Marketplace Payments,0
20180302,Marketplace Payments,0
20180305,Marketplace Payments,0
20180306,Marketplace Payments,0
20180307,Marketplace Payments,0
20180308,Marketplace Payments,0
20180309,Marketplace Payments,0
20180312,Marketplace Payments,0
20180313,Marketplace Payments,0
20180314,Marketplace Payments,0
20180315,Marketplace Payments,0
20180316,Marketplace Payments,0
20180319,Marketplace Payments,0
20180320,Marketplace Payments,5392
20180321,Marketplace Payments,0
20180322,Marketplace Payments,0
20180323,Marketplace Payments,0
20180326,Marketplace Payments,0
20180327,Marketplace Payments,0
20180328,Marketplace Payments,0
20180329,Marketplace Payments,0
20180330,Marketplace Payments,0
20180402,Marketplace Payments,0
20180403,Marketplace Payments,0
20180404,Marketplace Payments,0
20180405,Marketplace Payments,0
20180406,Marketplace Payments,0
20180409,Marketplace Payments,0
20180410,Marketplace Payments,0
20180411,Marketplace Payments,0
20180412,Marketplace Payments,0
20180413,Marketplace Payments,0
20180416,Marketplace Payments,0
20180417,Marketplace Payments,0
20180418,Marketplace Payments,0
20180419,Marketplace Payments,0
20180420,Marketplace Payments,4686
20180423,Marketplace Payments,0
20180424,Marketplace Payments,0
20180425,Marketplace Payments,0
20180426,Marketplace Payments,0
20180427,Marketplace Payments,0
20180430,Marketplace Payments,0
20180501,Marketplace Payments,0
20180502,Marketplace Payments,0
20180503,Marketplace Payments,0
20180504,Marketplace Payments,0
20180507,Marketplace Payments,0
20180508,Marketplace Payments,0
20180509,Marketplace Payments,0
20180510,Marketplace Payments,0
20180511,Marketplace Payments,0
20180514,Marketplace Payments,0
20180516,Marketplace Payments,0
20180517,Marketplace Payments,0
20180518,Marketplace Payments,0
20050609,Medicaid,1429
20050610,Medicaid,693
20050613,Medicaid,380
20050614,Medicaid,763
20050615,Medicaid,750
20050616,Medicaid,1355
20050617,Medicaid,594
20050620,Medicaid,968
20050621,Medicaid,861
20050622,Medicaid,460
20050623,Medicaid,1794
20050624,Medicaid,485
20050627,Medicaid,507
20050628,Medicaid,632
20050629,Medicaid,573
20050630,Medicaid,924
20050701,Medicaid,958
20050705,Medicaid,1003
20050706,Medicaid,515
20050707,Medicaid,728
20050708,Medicaid,753
20050711,Medicaid,726
20050712,Medicaid,609
20050713,Medicaid,817
20050714,Medicaid,1014
