date,name,amount
5/13/15,Marketplace Payments,0
5/14/15,Marketplace Payments,0
5/15/15,Marketplace Payments,0
5/18/15,Marketplace Payments,0
5/19/15,Marketplace Payments,0
5/20/15,Marketplace Payments,2743
5/21/15,Marketplace Payments,0
5/22/15,Marketplace Payments,0
5/26/15,Marketplace Payments,0
5/27/15,Marketplace Payments,0
5/28/15,Marketplace Payments,0
5/29/15,Marketplace Payments,0
6/1/15,Marketplace Payments,0
6/2/15,Marketplace Payments,0
6/3/15,Marketplace Payments,0
6/4/15,Marketplace Payments,0
6/5/15,Marketplace Payments,0
6/8/15,Marketplace Payments,0
6/9/15,Marketplace Payments,0
6/10/15,Marketplace Payments,0
6/11/15,Marketplace Payments,0
6/12/15,Marketplace Payments,0
6/15/15,Marketplace Payments,0
6/16/15,Marketplace Payments,0
6/17/15,Marketplace Payments,0
6/18/15,Marketplace Payments,0
6/19/15,Marketplace Payments,0
6/22/15,Marketplace Payments,0
6/23/15,Marketplace Payments,0
6/24/15,Marketplace Payments,0
6/25/15,Marketplace Payments,2467
6/26/15,Marketplace Payments,0
6/29/15,Marketplace Payments,0
6/30/15,Marketplace Payments,0
7/1/15,Marketplace Payments,0
7/2/15,Marketplace Payments,0
7/3/15,Marketplace Payments,0
7/6/15,Marketplace Payments,0
7/7/15,Marketplace Payments,0
7/8/15,Marketplace Payments,0
7/9/15,Marketplace Payments,0
7/10/15,Marketplace Payments,0
7/13/15,Marketplace Payments,0
7/14/15,Marketplace Payments,0
7/15/15,Marketplace Payments,0
7/16/15,Marketplace Payments,0
7/17/15,Marketplace Payments,0
7/20/15,Marketplace Payments,0
7/21/15,Marketplace Payments,2680
7/22/15,Marketplace Payments,0
7/23/15,Marketplace Payments,0
7/24/15,Marketplace Payments,0
7/27/15,Marketplace Payments,0
7/28/15,Marketplace Payments,0
7/29/15,Marketplace Payments,0
7/30/15,Marketplace Payments,0
7/31/15,Marketplace Payments,0
8/3/15,Marketplace Payments,0
8/4/15,Marketplace Payments,0
8/5/15,Marketplace Payments,0
8/6/15,Marketplace Payments,0
8/7/15,Marketplace Payments,0
8/10/15,Marketplace Payments,0
8/11/15,Marketplace Payments,0
8/12/15,Marketplace Payments,0
8/13/15,Marketplace Payments,0
8/14/15,Marketplace Payments,0
8/17/15,Marketplace Payments,0
8/18/15,Marketplace Payments,0
8/19/15,Marketplace Payments,8093
8/20/15,Marketplace Payments,0
8/21/15,Marketplace Payments,0
8/24/15,Marketplace Payments,0
8/25/15,Marketplace Payments,0
8/26/15,Marketplace Payments,0
8/27/15,Marketplace Payments,0
8/28/15,Marketplace Payments,0
8/31/15,Marketplace Payments,0
9/1/15,Marketplace Payments,0
9/2/15,Marketplace Payments,0
9/3/15,Marketplace Payments,0
9/4/15,Marketplace Payments,0
9/8/15,Marketplace Payments,0
9/9/15,Marketplace Payments,0
9/10/15,Marketplace Payments,0
9/11/15,Marketplace Payments,0
9/14/15,Marketplace Payments,0
9/15/15,Marketplace Payments,0
9/16/15,Marketplace Payments,0
9/17/15,Marketplace Payments,0
9/18/15,Marketplace Payments,0
9/21/15,Marketplace Payments,4124
9/22/15,Marketplace Payments,0
9/23/15,Marketplace Payments,0
9/24/15,Marketplace Payments,0
9/25/15,Marketplace Payments,0
9/28/15,Marketplace Payments,0
9/29/15,Marketplace Payments,0
9/30/15,Marketplace Payments,0
10/1/15,Marketplace Payments,0
10/2/15,Marketplace Payments,0
10/5/15,Marketplace Payments,0
10/6/15,Marketplace Payments,0
10/7/15,Marketplace Payments,0
10/8/15,Marketplace Payments,0
10/9/15,Marketplace Payments,0
10/13/15,Marketplace Payments,0
10/14/15,Marketplace Payments,0
10/15/15,Marketplace Payments,0
10/16/15,Marketplace Payments,0
10/19/15,Marketplace Payments,0
10/20/15,Marketplace Payments,0
10/21/15,Marketplace Payments,2454
10/22/15,Marketplace Payments,0
10/23/15,Marketplace Payments,0
10/26/15,Marketplace Payments,0
10/27/15,Marketplace Payments,0
10/28/15,Marketplace Payments,0
10/29/15,Marketplace Payments,0
10/30/15,Marketplace Payments,0
11/2/15,Marketplace Payments,0
11/3/15,Marketplace Payments,0
11/4/15,Marketplace Payments,0
11/5/15,Marketplace Payments,0
11/6/15,Marketplace Payments,0
11/9/15,Marketplace Payments,0
11/10/15,Marketplace Payments,0
11/12/15,Marketplace Payments,0
11/13/15,Marketplace Payments,0
11/16/15,Marketplace Payments,0
11/17/15,Marketplace Payments,0
11/18/15,Marketplace Payments,0
11/19/15,Marketplace Payments,0
11/20/15,Marketplace Payments,3194
11/23/15,Marketplace Payments,0
11/24/15,Marketplace Payments,0
11/25/15,Marketplace Payments,0
11/27/15,Marketplace Payments,0
11/30/15,Marketplace Payments,0
12/1/15,Marketplace Payments,0
12/2/15,Marketplace Payments,0
12/3/15,Marketplace Payments,0
12/4/15,Marketplace Payments,0
12/7/15,Marketplace Payments,0
12/8/15,Marketplace Payments,0
12/9/15,Marketplace Payments,0
12/10/15,Marketplace Payments,0
12/11/15,Marketplace Payments,0
12/14/15,Marketplace Payments,0
12/15/15,Marketplace Payments,0
12/16/15,Marketplace Payments,0
12/17/15,Marketplace Payments,0
12/18/15,Marketplace Payments,0
12/21/15,Marketplace Payments,2647
12/22/15,Marketplace Payments,0
12/23/15,Marketplace Payments,0
12/24/15,Marketplace Payments,0
12/28/15,Marketplace Payments,0
12/29/15,Marketplace Payments,0
12/30/15,Marketplace Payments,0
12/31/15,Marketplace Payments,0
1/4/16,Marketplace Payments,0
1/5/16,Marketplace Payments,0
1/6/16,Marketplace Payments,0
1/7/16,Marketplace Payments,0
1/8/16,Marketplace Payments,0
1/11/16,Marketplace Payments,0
1/12/16,Marketplace Payments,0
1/13/16,Marketplace Payments,0
1/14/16,Marketplace Payments,0
1/15/16,Marketplace Payments,0
1/19/16,Marketplace Payments,0
1/20/16,Marketplace Payments,0
1/21/16,Marketplace Payments,0
1/22/16,Marketplace Payments,1793
1/25/16,Marketplace Payments,0
1/26/16,Marketplace Payments,0
1/27/16,Marketplace Payments,0
1/28/16,Marketplace Payments,0
1/29/16,Marketplace Payments,0
2/1/16,Marketplace Payments,0
2/2/16,Marketplace Payments,0
2/3/16,Marketplace Payments,0
2/4/16,Marketplace Payments,0
2/5/16,Marketplace Payments,0
2/8/16,Marketplace Payments,0
2/8/16,Marketplace Payments,0
2/9/16,Marketplace Payments,0
2/10/16,Marketplace Payments,0
2/11/16,Marketplace Payments,0
2/12/16,Marketplace Payments,0
2/16/16,Marketplace Payments,0
2/17/16,Marketplace Payments,0
2/18/16,Marketplace Payments,0
2/19/16,Marketplace Payments,0
2/22/16,Marketplace Payments,0
2/23/16,Marketplace Payments,3397
2/24/16,Marketplace Payments,0
2/25/16,Marketplace Payments,0
2/26/16,Marketplace Payments,0
2/29/16,Marketplace Payments,0
2/29/16,Marketplace Payments,0
3/1/16,Marketplace Payments,0
3/2/16,Marketplace Payments,0
3/3/16,Marketplace Payments,0
3/4/16,Marketplace Payments,0
3/7/16,Marketplace Payments,0
3/8/16,Marketplace Payments,0
3/9/16,Marketplace Payments,0
3/10/16,Marketplace Payments,0
3/11/16,Marketplace Payments,4
3/14/16,Marketplace Payments,0
3/15/16,Marketplace Payments,0
3/16/16,Marketplace Payments,0
3/17/16,Marketplace Payments,0
3/18/16,Marketplace Payments,0
3/21/16,Marketplace Payments,0
3/22/16,Marketplace Payments,0
3/23/16,Marketplace Payments,6074
3/24/16,Marketplace Payments,0
3/25/16,Marketplace Payments,0
3/28/16,Marketplace Payments,0
3/29/16,Marketplace Payments,0
3/30/16,Marketplace Payments,0
3/31/16,Marketplace Payments,0
4/1/16,Marketplace Payments,0
4/4/16,Marketplace Payments,0
4/5/16,Marketplace Payments,0
4/6/16,Marketplace Payments,0
4/7/16,Marketplace Payments,0
4/8/16,Marketplace Payments,0
4/11/16,Marketplace Payments,0
4/12/16,Marketplace Payments,0
4/13/16,Marketplace Payments,0
4/14/16,Marketplace Payments,0
4/15/16,Marketplace Payments,0
4/18/16,Marketplace Payments,0
4/19/16,Marketplace Payments,0
4/20/16,Marketplace Payments,0
4/21/16,Marketplace Payments,3254
4/22/16,Marketplace Payments,0
4/25/16,Marketplace Payments,0
4/26/16,Marketplace Payments,0
4/27/16,Marketplace Payments,0
4/28/16,Marketplace Payments,0
4/29/16,Marketplace Payments,0
5/2/16,Marketplace Payments,0
5/3/16,Marketplace Payments,0
5/4/16,Marketplace Payments,0
5/5/16,Marketplace Payments,0
5/6/16,Marketplace Payments,0
5/9/16,Marketplace Payments,0
5/10/16,Marketplace Payments,0
5/11/16,Marketplace Payments,0
5/12/16,Marketplace Payments,0
5/13/16,Marketplace Payments,0
5/16/16,Marketplace Payments,0
5/17/16,Marketplace Payments,0
5/18/16,Marketplace Payments,0
5/19/16,Marketplace Payments,0
5/20/16,Marketplace Payments,3116
5/23/16,Marketplace Payments,0
5/24/16,Marketplace Payments,0
5/25/16,Marketplace Payments,0
5/26/16,Marketplace Payments,0
5/27/16,Marketplace Payments,0
5/31/16,Marketplace Payments,0
6/1/16,Marketplace Payments,0
6/2/16,Marketplace Payments,0
6/3/16,Marketplace Payments,0
6/6/16,Marketplace Payments,0
6/7/16,Marketplace Payments,0
6/8/16,Marketplace Payments,0
6/9/16,Marketplace Payments,0
6/10/16,Marketplace Payments,0
6/13/16,Marketplace Payments,0
6/14/16,Marketplace Payments,0
6/15/16,Marketplace Payments,0
6/16/16,Marketplace Payments,0
6/17/16,Marketplace Payments,0
6/20/16,Marketplace Payments,0
6/21/16,Marketplace Payments,0
6/22/16,Marketplace Payments,2910
6/23/16,Marketplace Payments,0
6/24/16,Marketplace Payments,0
6/27/16,Marketplace Payments,0
6/28/16,Marketplace Payments,0
6/29/16,Marketplace Payments,0
6/30/16,Marketplace Payments,0
6/30/16,Marketplace Payments,0
7/1/16,Marketplace Payments,0
7/5/16,Marketplace Payments,0
7/6/16,Marketplace Payments,0
7/7/16,Marketplace Payments,0
7/8/16,Marketplace Payments,0
7/11/16,Marketplace Payments,0
7/12/16,Marketplace Payments,0
7/13/16,Marketplace Payments,0
7/14/16,Marketplace Payments,0
7/15/16,Marketplace Payments,0
7/18/16,Marketplace Payments,0
7/19/16,Marketplace Payments,0
7/20/16,Marketplace Payments,0
7/21/16,Marketplace Payments,2942
7/22/16,Marketplace Payments,0
7/25/16,Marketplace Payments,0
7/26/16,Marketplace Payments,0
7/27/16,Marketplace Payments,0
7/28/16,Marketplace Payments,0
7/29/16,Marketplace Payments,0
8/1/16,Marketplace Payments,0
8/2/16,Marketplace Payments,0
8/3/16,Marketplace Payments,0
8/4/16,Marketplace Payments,0
8/5/16,Marketplace Payments,0
8/8/16,Marketplace Payments,0
8/9/16,Marketplace Payments,0
8/10/16,Marketplace Payments,0
8/11/16,Marketplace Payments,0
8/12/16,Marketplace Payments,0
8/15/16,Marketplace Payments,0
8/16/16,Marketplace Payments,0
8/17/16,Marketplace Payments,0
8/18/16,Marketplace Payments,0
8/19/16,Marketplace Payments,4566
8/22/16,Marketplace Payments,0
8/23/16,Marketplace Payments,0
8/24/16,Marketplace Payments,0
8/25/16,Marketplace Payments,0
8/26/16,Marketplace Payments,0
8/29/16,Marketplace Payments,0
8/30/16,Marketplace Payments,0
8/31/16,Marketplace Payments,0
9/1/16,Marketplace Payments,0
9/2/16,Marketplace Payments,0
9/6/16,Marketplace Payments,0
9/7/16,Marketplace Payments,0
9/8/16,Marketplace Payments,0
9/9/16,Marketplace Payments,0
9/12/16,Marketplace Payments,0
9/13/16,Marketplace Payments,0
9/14/16,Marketplace Payments,0
9/15/16,Marketplace Payments,0
9/16/16,Marketplace Payments,0
9/19/16,Marketplace Payments,0
9/20/16,Marketplace Payments,0
9/21/16,Marketplace Payments,4727
9/22/16,Marketplace Payments,0
9/23/16,Marketplace Payments,0
9/26/16,Marketplace Payments,0
9/27/16,Marketplace Payments,0
9/28/16,Marketplace Payments,0
9/29/16,Marketplace Payments,0
9/30/16,Marketplace Payments,0
10/3/16,Marketplace Payments,0
10/4/16,Marketplace Payments,0
10/5/16,Marketplace Payments,0
10/6/16,Marketplace Payments,0
10/7/16,Marketplace Payments,0
10/11/16,Marketplace Payments,0
10/12/16,Marketplace Payments,0
10/13/16,Marketplace Payments,0
10/14/16,Marketplace Payments,0
10/17/16,Marketplace Payments,0
10/18/16,Marketplace Payments,0
10/19/16,Marketplace Payments,0
10/20/16,Marketplace Payments,0
10/21/16,Marketplace Payments,2958
10/24/16,Marketplace Payments,0
10/25/16,Marketplace Payments,0
10/26/16,Marketplace Payments,0
10/27/16,Marketplace Payments,0
10/28/16,Marketplace Payments,0
10/31/16,Marketplace Payments,0
11/1/16,Marketplace Payments,0
11/2/16,Marketplace Payments,0
11/3/16,Marketplace Payments,0
11/4/16,Marketplace Payments,0
11/7/16,Marketplace Payments,0
11/8/16,Marketplace Payments,0
11/9/16,Marketplace Payments,0
11/10/16,Marketplace Payments,0
11/14/16,Marketplace Payments,0
11/15/16,Marketplace Payments,0
11/16/16,Marketplace Payments,0
11/17/16,Marketplace Payments,0
11/18/16,Marketplace Payments,0
11/21/16,Marketplace Payments,3836
11/22/16,Marketplace Payments,0
11/23/16,Marketplace Payments,0
11/25/16,Marketplace Payments,0
11/28/16,Marketplace Payments,0
11/29/16,Marketplace Payments,0
11/30/16,Marketplace Payments,0
12/1/16,Marketplace Payments,0
12/2/16,Marketplace Payments,0
12/5/16,Marketplace Payments,0
12/6/16,Marketplace Payments,0
12/7/16,Marketplace Payments,0
12/8/16,Marketplace Payments,0
12/9/16,Marketplace Payments,0
12/12/16,Marketplace Payments,0
12/13/16,Marketplace Payments,0
12/14/16,Marketplace Payments,0
12/15/16,Marketplace Payments,0
12/16/16,Marketplace Payments,0
12/19/16,Marketplace Payments,0
12/20/16,Marketplace Payments,0
12/21/16,Marketplace Payments,0
12/22/16,Marketplace Payments,2811
12/23/16,Marketplace Payments,0
12/27/16,Marketplace Payments,0
12/28/16,Marketplace Payments,0
12/29/16,Marketplace Payments,0
12/30/16,Marketplace Payments,0
1/3/17,Marketplace Payments,0
1/4/17,Marketplace Payments,0
1/5/17,Marketplace Payments,0
1/6/17,Marketplace Payments,0
1/9/17,Marketplace Payments,0
1/10/17,Marketplace Payments,0
1/11/17,Marketplace Payments,0
1/12/17,Marketplace Payments,0
1/13/17,Marketplace Payments,0
1/17/17,Marketplace Payments,0
1/18/17,Marketplace Payments,0
1/19/17,Marketplace Payments,0
1/20/17,Marketplace Payments,3284
1/23/17,Marketplace Payments,0
1/24/17,Marketplace Payments,0
1/25/17,Marketplace Payments,0
1/26/17,Marketplace Payments,0
1/27/17,Marketplace Payments,0
1/30/17,Marketplace Payments,0
1/31/17,Marketplace Payments,0
2/1/17,Marketplace Payments,0
2/2/17,Marketplace Payments,0
2/3/17,Marketplace Payments,0
2/6/17,Marketplace Payments,0
2/7/17,Marketplace Payments,0
2/8/17,Marketplace Payments,0
2/9/17,Marketplace Payments,0
2/10/17,Marketplace Payments,0
2/13/17,Marketplace Payments,0
2/14/17,Marketplace Payments,0
2/15/17,Marketplace Payments,0
2/16/17,Marketplace Payments,0
2/17/17,Marketplace Payments,0
2/21/17,Marketplace Payments,3767
2/22/17,Marketplace Payments,0
2/23/17,Marketplace Payments,0
2/24/17,Marketplace Payments,0
2/27/17,Marketplace Payments,0
2/28/17,Marketplace Payments,0
3/1/17,Marketplace Payments,0
3/2/17,Marketplace Payments,0
3/3/17,Marketplace Payments,0
3/6/17,Marketplace Payments,0
3/7/17,Marketplace Payments,0
3/8/17,Marketplace Payments,0
3/9/17,Marketplace Payments,0
3/10/17,Marketplace Payments,0
3/13/17,Marketplace Payments,0
3/14/17,Marketplace Payments,0
3/15/17,Marketplace Payments,0
3/16/17,Marketplace Payments,0
3/17/17,Marketplace Payments,0
3/20/17,Marketplace Payments,0
3/21/17,Marketplace Payments,4670
3/22/17,Marketplace Payments,0
3/23/17,Marketplace Payments,0
3/24/17,Marketplace Payments,0
3/27/17,Marketplace Payments,0
3/28/17,Marketplace Payments,0
3/29/17,Marketplace Payments,0
3/30/17,Marketplace Payments,0
3/31/17,Marketplace Payments,0
4/3/17,Marketplace Payments,0
4/4/17,Marketplace Payments,0
4/5/17,Marketplace Payments,0
4/6/17,Marketplace Payments,0
4/7/17,Marketplace Payments,0
4/10/17,Marketplace Payments,0
4/11/17,Marketplace Payments,0
4/12/17,Marketplace Payments,0
4/13/17,Marketplace Payments,0
4/14/17,Marketplace Payments,0
4/17/17,Marketplace Payments,0
4/18/17,Marketplace Payments,0
4/19/17,Marketplace Payments,0
4/21/17,Marketplace Payments,0
4/24/17,Marketplace Payments,0
4/25/17,Marketplace Payments,0
4/26/17,Marketplace Payments,0
4/27/17,Marketplace Payments,0
4/28/17,Marketplace Payments,0
5/1/17,Marketplace Payments,0
5/2/17,Marketplace Payments,0
5/3/17,Marketplace Payments,0
5/4/17,Marketplace Payments,0
5/5/17,Marketplace Payments,0
5/8/17,Marketplace Payments,0
5/9/17,Marketplace Payments,0
5/10/17,Marketplace Payments,0
5/11/17,Marketplace Payments,0
5/12/17,Marketplace Payments,0
5/15/17,Marketplace Payments,0
5/16/17,Marketplace Payments,0
5/17/17,Marketplace Payments,0
5/18/17,Marketplace Payments,0
5/19/17,Marketplace Payments,3972
5/22/17,Marketplace Payments,0
5/23/17,Marketplace Payments,0
5/24/17,Marketplace Payments,0
5/25/17,Marketplace Payments,0
5/30/17,Marketplace Payments,0
5/31/17,Marketplace Payments,0
6/1/17,Marketplace Payments,0
6/2/17,Marketplace Payments,0
6/5/17,Marketplace Payments,0
6/6/17,Marketplace Payments,0
6/7/17,Marketplace Payments,0
6/8/17,Marketplace Payments,0
6/9/17,Marketplace Payments,0
6/12/17,Marketplace Payments,0
6/13/17,Marketplace Payments,0
6/14/17,Marketplace Payments,0
6/15/17,Marketplace Payments,0
6/16/17,Marketplace Payments,0
6/19/17,Marketplace Payments,0
6/20/17,Marketplace Payments,3657
6/21/17,Marketplace Payments,0
6/22/17,Marketplace Payments,0
6/23/17,Marketplace Payments,0
6/26/17,Marketplace Payments,0
6/27/17,Marketplace Payments,0
6/28/17,Marketplace Payments,0
6/29/17,Marketplace Payments,0
6/30/17,Marketplace Payments,0
7/3/17,Marketplace Payments,0
7/5/17,Marketplace Payments,0
7/6/17,Marketplace Payments,0
7/7/17,Marketplace Payments,0
7/10/17,Marketplace Payments,0
7/11/17,Marketplace Payments,0
7/12/17,Marketplace Payments,0
7/13/17,Marketplace Payments,0
7/14/17,Marketplace Payments,0
7/17/17,Marketplace Payments,0
7/18/17,Marketplace Payments,0
7/19/17,Marketplace Payments,0
7/20/17,Marketplace Payments,3546
7/24/17,Marketplace Payments,0
7/25/17,Marketplace Payments,0
7/26/17,Marketplace Payments,0
7/27/17,Marketplace Payments,0
7/28/17,Marketplace Payments,0
7/31/17,Marketplace Payments,0
8/1/17,Marketplace Payments,0
8/2/17,Marketplace Payments,0
8/3/17,Marketplace Payments,0
8/4/17,Marketplace Payments,0
8/8/17,Marketplace Payments,0
8/9/17,Marketplace Payments,0
8/10/17,Marketplace Payments,0
8/11/17,Marketplace Payments,0
8/14/17,Marketplace Payments,0
8/15/17,Marketplace Payments,0
8/16/17,Marketplace Payments,0
8/17/17,Marketplace Payments,0
8/18/17,Marketplace Payments,0
8/21/17,Marketplace Payments,4100
8/22/17,Marketplace Payments,0
8/23/17,Marketplace Payments,0
8/24/17,Marketplace Payments,0
8/25/17,Marketplace Payments,0
8/28/17,Marketplace Payments,0
8/29/17,Marketplace Payments,0
8/30/17,Marketplace Payments,0
8/31/17,Marketplace Payments,0
9/1/17,Marketplace Payments,0
9/5/17,Marketplace Payments,0
9/6/17,Marketplace Payments,0
9/7/17,Marketplace Payments,0
9/8/17,Marketplace Payments,0
9/11/17,Marketplace Payments,0
9/12/17,Marketplace Payments,0
9/13/17,Marketplace Payments,0
9/14/17,Marketplace Payments,0
9/15/17,Marketplace Payments,0
9/18/17,Marketplace Payments,0
9/19/17,Marketplace Payments,0
9/20/17,Marketplace Payments,5711
9/21/17,Marketplace Payments,0
9/22/17,Marketplace Payments,0
9/25/17,Marketplace Payments,0
9/26/17,Marketplace Payments,0
9/27/17,Marketplace Payments,0
9/28/17,Marketplace Payments,0
9/29/17,Marketplace Payments,0
10/2/17,Marketplace Payments,0
10/3/17,Marketplace Payments,0
10/4/17,Marketplace Payments,0
10/5/17,Marketplace Payments,0
10/6/17,Marketplace Payments,0
10/10/17,Marketplace Payments,0
10/11/17,Marketplace Payments,0
10/12/17,Marketplace Payments,0
10/13/17,Marketplace Payments,0
10/16/17,Marketplace Payments,0
10/17/17,Marketplace Payments,0
10/18/17,Marketplace Payments,0
10/19/17,Marketplace Payments,0
10/20/17,Marketplace Payments,4974
10/23/17,Marketplace Payments,0
10/24/17,Marketplace Payments,0
10/25/17,Marketplace Payments,0
10/26/17,Marketplace Payments,0
10/27/17,Marketplace Payments,0
10/30/17,Marketplace Payments,7
10/31/17,Marketplace Payments,0
11/1/17,Marketplace Payments,0
11/2/17,Marketplace Payments,0
11/3/17,Marketplace Payments,0
11/6/17,Marketplace Payments,0
11/7/17,Marketplace Payments,0
11/8/17,Marketplace Payments,0
11/9/17,Marketplace Payments,0
11/10/17,Marketplace Payments,0
11/13/17,Marketplace Payments,0
11/14/17,Marketplace Payments,0
11/15/17,Marketplace Payments,0
11/16/17,Marketplace Payments,0
11/17/17,Marketplace Payments,0
11/20/17,Marketplace Payments,0
11/21/17,Marketplace Payments,2741
11/22/17,Marketplace Payments,0
11/24/17,Marketplace Payments,0
11/27/17,Marketplace Payments,0
11/28/17,Marketplace Payments,0
11/29/17,Marketplace Payments,0
11/30/17,Marketplace Payments,0
12/1/17,Marketplace Payments,0
12/4/17,Marketplace Payments,0
12/5/17,Marketplace Payments,0
12/6/17,Marketplace Payments,0
12/7/17,Marketplace Payments,0
12/8/17,Marketplace Payments,0
12/11/17,Marketplace Payments,0
12/12/17,Marketplace Payments,0
12/13/17,Marketplace Payments,0
12/14/17,Marketplace Payments,0
12/15/17,Marketplace Payments,0
12/18/17,Marketplace Payments,0
12/19/17,Marketplace Payments,0
12/20/17,Marketplace Payments,3197
12/21/17,Marketplace Payments,0
12/22/17,Marketplace Payments,0
12/26/17,Marketplace Payments,0
12/27/17,Marketplace Payments,0
12/28/17,Marketplace Payments,0
12/29/17,Marketplace Payments,0
1/2/18,Marketplace Payments,0
1/3/18,Marketplace Payments,0
1/4/18,Marketplace Payments,0
1/5/18,Marketplace Payments,0
1/8/18,Marketplace Payments,0
